transformers==4.51.3, torch==2.6.0+cu124
CUDA_VISIBLE_DEVICES=6
  std_8B=0.02205 (cached, kickoff R2)

========================================================================
  Loading frozen LLM (Qwen/Qwen3-8B) in bf16
========================================================================
Loading checkpoint shards:   0%|          | 0/5 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 5/5 [00:00<00:00, 186.73it/s]
  loaded in 6.0s, d_llm=4096

========================================================================
  Loading frozen speech encoder (microsoft/wavlm-large) in bf16
========================================================================

========================================================================
  Building adapter with calibrated init
========================================================================
  adapter trainable params = 83.91M

========================================================================
  Building C_phi heads (full + T-only)
========================================================================
  C_phi_full params  = 3.15M
  C_phi_t_only params = 2.10M
  phi_embeds cached: shape=(13, 4096)

========================================================================
  Loading data pools
========================================================================
  Stress-17K probe-train pool: 3629 rows
  LibriSpeech sampled: 6000 rows
  Expresso sampled:    5799 rows
  cf_pairs_train:    3666
  cf_pairs_artifact: 6846
  microbatch plan (32 per cycle): cf=16, stress_ind=7, libri=5, expresso=4
  aug: apply_prob=1.0, codec_choices=('mu_law', 'mp3_64', 'mp3_128', 'opus_24', 'opus_48'), rms_norm=0.05

========================================================================
  Training (seed=1234, max_steps=400, grad_accum=32)
========================================================================
/raid/nurgaly/conda_envs/BTA/lib/python3.10/site-packages/torch/nn/functional.py:5962: UserWarning: Support for mismatched key_padding_mask and attn_mask is deprecated. Use same type for both instead.
  warnings.warn(
  step    1 lr=1.67e-07  L_task=24.663  L_KL=2.509  L_cf=5.627  L_art=0.000  L_cond=2.555  L_t=2.565  L_NCE=0.696  ratio=1.41  gnorm=98.66  sps=4.79
  step   10 lr=1.67e-06  L_task=23.380  L_KL=2.449  L_cf=4.872  L_art=0.000  L_cond=2.563  L_t=2.554  L_NCE=0.694  ratio=1.41  gnorm=97.12  sps=5.76
  step   20 lr=3.33e-06  L_task=19.374  L_KL=1.839  L_cf=3.792  L_art=0.000  L_cond=2.547  L_t=2.568  L_NCE=0.698  ratio=1.41  gnorm=77.01  sps=5.84
  step   30 lr=5.00e-06  L_task=12.665  L_KL=1.342  L_cf=3.102  L_art=0.000  L_cond=2.549  L_t=2.558  L_NCE=0.694  ratio=1.41  gnorm=61.99  sps=5.92
  step   40 lr=6.67e-06  L_task=6.281  L_KL=1.404  L_cf=1.523  L_art=0.000  L_cond=2.547  L_t=2.563  L_NCE=0.694  ratio=1.40  gnorm=70.19  sps=5.86
  step   50 lr=8.33e-06  L_task=4.380  L_KL=1.500  L_cf=2.078  L_art=0.000  L_cond=2.539  L_t=2.576  L_NCE=0.695  ratio=1.40  gnorm=93.62  sps=5.85
  step   60 lr=1.00e-05  L_task=3.313  L_KL=1.755  L_cf=1.294  L_art=0.000  L_cond=2.540  L_t=2.550  L_NCE=0.692  ratio=1.40  gnorm=22.24  sps=5.86
  step   70 lr=1.17e-05  L_task=3.251  L_KL=1.721  L_cf=0.945  L_art=0.000  L_cond=2.518  L_t=2.544  L_NCE=0.695  ratio=1.40  gnorm=35.24  sps=5.88
  step   80 lr=1.33e-05  L_task=3.059  L_KL=1.624  L_cf=0.859  L_art=0.000  L_cond=2.500  L_t=2.553  L_NCE=0.693  ratio=1.40  gnorm=20.70  sps=5.87
  step   90 lr=1.50e-05  L_task=2.939  L_KL=1.419  L_cf=0.749  L_art=0.000  L_cond=2.521  L_t=2.545  L_NCE=0.694  ratio=1.40  gnorm=30.90  sps=5.86
  step  100 lr=1.67e-05  L_task=2.627  L_KL=1.863  L_cf=0.766  L_art=0.000  L_cond=2.469  L_t=2.544  L_NCE=0.694  ratio=1.40  gnorm=27.76  sps=5.82
